SHA,Message,URL
bef738f0d4ff8ecdc115a8977de7f4b9c3fbf7e3,modfied tests and made correction in solution (#38023),https://github.com/freeCodeCamp/freeCodeCamp/commit/bef738f0d4ff8ecdc115a8977de7f4b9c3fbf7e3
a9c173b35b030763370c1a523afb1a65962b741b,fix: remove useless last sentence on intros (#38176),https://github.com/freeCodeCamp/freeCodeCamp/commit/a9c173b35b030763370c1a523afb1a65962b741b
c76978bdfe233b3842aeb5f29f9f936578894b74,"fix: prevent duplication of Monaco webpack plugin (#38131)It seems that adding it during the 'build-html' stage meant it wascreating new, unminified, versions of the scripts and overwriting theexisting, minified, ones.",https://github.com/freeCodeCamp/freeCodeCamp/commit/c76978bdfe233b3842aeb5f29f9f936578894b74
f3a386982a1644d7319cd0a630676dc826fe9e7e,"Misspelling fix, add colon. (#38169)",https://github.com/freeCodeCamp/freeCodeCamp/commit/f3a386982a1644d7319cd0a630676dc826fe9e7e
cccad947541e7ca614b934beaa55ddc1deb536ac,fix(learn): updated challenge text to clarify when to start using new boilerplates (#38124)* fix: update to clarify new boilerplates usedUpdating challenge text to make it more clear that learners need to switch to new boilerplate* fix: improved wording to clarify new boilerplates usedUpdating challenge text to be consistent and make it clear where learners are to switch to new boilerplateIncorporating suggestions from PR #38124,https://github.com/freeCodeCamp/freeCodeCamp/commit/cccad947541e7ca614b934beaa55ddc1deb536ac
fcddfc90b2b93b624e04c5b720ebdb5b5b9d4211,fix: Update html tags to fix misalignment (#38160),https://github.com/freeCodeCamp/freeCodeCamp/commit/fcddfc90b2b93b624e04c5b720ebdb5b5b9d4211
d89eae392ffa7e698f7e9674b8327c2677872059,fix: adding test to check if flat or flatMap method was used in the steamroller challenge (#38158)* fix: adding test to check if flat or flatMap method was used in the steamroller challenge* Addressed comments and acknowledged suggestions,https://github.com/freeCodeCamp/freeCodeCamp/commit/d89eae392ffa7e698f7e9674b8327c2677872059
9a863898f3c90b532df4221ecbd976f67290ae51,fix: remove html tags to fix misalignment (#38159)* fix: remove html tags to fix misalignment* Update client/src/pages/learn/apis-and-microservices/managing-packages-with-npm/index.mdCo-Authored-By: Tom <20648924+moT01@users.noreply.github.com>Co-authored-by: Tom <20648924+moT01@users.noreply.github.com>,https://github.com/freeCodeCamp/freeCodeCamp/commit/9a863898f3c90b532df4221ecbd976f67290ae51
25a46f613bde946ee5ab34c3fb92829a6502c72f,fix: add line break to align with the rest of the intros (#38161),https://github.com/freeCodeCamp/freeCodeCamp/commit/25a46f613bde946ee5ab34c3fb92829a6502c72f
66e5cf00511afd194db32f8ec9aa5fb30bf9779a,fix(curriclum): modified add images to your website (#38155)Co-authored-by: Randell Dawson <5313213+RandellDawson@users.noreply.github.com>Co-authored-by: Manish Giri <manish.giri.me@gmail.com>,https://github.com/freeCodeCamp/freeCodeCamp/commit/66e5cf00511afd194db32f8ec9aa5fb30bf9779a
6a4b42c4ec7209f2273f1209a82dc16732baf8e1,Update to make instructions more clear (#38068)The instructions on the exercise following this specify 'behind the scenes' which sounds more clear than 'in the background'.,https://github.com/freeCodeCamp/freeCodeCamp/commit/6a4b42c4ec7209f2273f1209a82dc16732baf8e1
24eb2c431046db9629b822216cfeeaefa90c1cb5,fix: add donation ga and tests (#38003)* fix: add donation ga* feat: add ga-saga tests,https://github.com/freeCodeCamp/freeCodeCamp/commit/24eb2c431046db9629b822216cfeeaefa90c1cb5
992ee98cc19a4d35230000c7d889e16ef828da4f,fix: make no-hits result seem non-interactive,https://github.com/freeCodeCamp/freeCodeCamp/commit/992ee98cc19a4d35230000c7d889e16ef828da4f
00e0f574dfbd431d714a0086e3803982e5a9a846,refactor: move no hits case into own component,https://github.com/freeCodeCamp/freeCodeCamp/commit/00e0f574dfbd431d714a0086e3803982e5a9a846
964328dbaebdfb17e94134fa1cc108b5a37f95ba,fix(client): accuracy issue with heatmap (#38137)* fix/accuracy-issue-with-heatmap* fix: typo* feat: add test and simplify logic* test: mock Date.now and update snapshotCo-authored-by: Oliver Eyton-Williams <ojeytonwilliams@gmail.com>,https://github.com/freeCodeCamp/freeCodeCamp/commit/964328dbaebdfb17e94134fa1cc108b5a37f95ba
c6eb40ceeffcbfa1ff92d09a1d78e08cfc92603d,"feat: remove protection from interview prep (#38136)The interview prep section includes many challenges that require longrunning calculations which can be mistaken for infinite loops. Thisremoves the loop protection from those challenges, while the tests arebeing evaluated.It keeps the protection for the preview, since it is easy to createbroken code while working on a challenge and that should not crash thesite.",https://github.com/freeCodeCamp/freeCodeCamp/commit/c6eb40ceeffcbfa1ff92d09a1d78e08cfc92603d
8b692560e8af656d309f11c974ccb3c2d068e2ce,Fix: (Rosetta-Code) Correct the Test suite and make expression clearer (#38102)* Fix: Correct the Test suite and make expression clearer* Update 24-game.english.md,https://github.com/freeCodeCamp/freeCodeCamp/commit/8b692560e8af656d309f11c974ccb3c2d068e2ce
d626e898ee2e6295cb593654b1d104f3fee2b7b3,fix(curriculum): stop tests running after navigating away (#38146),https://github.com/freeCodeCamp/freeCodeCamp/commit/d626e898ee2e6295cb593654b1d104f3fee2b7b3
093f3f8a041b95a0679f0598808d678c1f9ad16d,fix(settings): happier/less stern flash messages! (#38134),https://github.com/freeCodeCamp/freeCodeCamp/commit/093f3f8a041b95a0679f0598808d678c1f9ad16d
cfbb3f64c4986f8c691f0263cb4e3e5ced01b540,Change variable declaration from `var` to `let` in description (#38150),https://github.com/freeCodeCamp/freeCodeCamp/commit/cfbb3f64c4986f8c691f0263cb4e3e5ced01b540
0e4a1408f8f452503eb5e759f2bd4ab37adee628,docs: add closing quotes to local setup (#38149),https://github.com/freeCodeCamp/freeCodeCamp/commit/0e4a1408f8f452503eb5e759f2bd4ab37adee628
15d582479534bf441a40e3f867b77e1a65d07a39,Change n pounds to n pence in Project Euler problem 31 (#38144),https://github.com/freeCodeCamp/freeCodeCamp/commit/15d582479534bf441a40e3f867b77e1a65d07a39
2f39dd07d66c55d498399a6fc6cfe21e196ebd2f,fix: removed part of user story,https://github.com/freeCodeCamp/freeCodeCamp/commit/2f39dd07d66c55d498399a6fc6cfe21e196ebd2f
7453131461f5073d9160bbc1402bcb0e052579c0,Apply proper formatting on Note paragraph (#38120),https://github.com/freeCodeCamp/freeCodeCamp/commit/7453131461f5073d9160bbc1402bcb0e052579c0
fda7fb174e0df927914c89707c907131fcb8b086,"fix: Correct paths in English exercises by prefixing ""/"" before ""learn"" (#38099)* fix: Correct paths in English exercises by prefixing ""/"" before ""learn""* fix(lang): Correct paths to exercises by prefixing ""/"" before ""learn"" in remaining languages",https://github.com/freeCodeCamp/freeCodeCamp/commit/fda7fb174e0df927914c89707c907131fcb8b086
66631812fa92e1dda9553366d264097301f12115,fix translation in CONTRIBUTING.md (#37383),https://github.com/freeCodeCamp/freeCodeCamp/commit/66631812fa92e1dda9553366d264097301f12115
fe29ec42098aa51cfbd5643b75d918cf2e1ecf6a,Added Russian translate (#37539),https://github.com/freeCodeCamp/freeCodeCamp/commit/fe29ec42098aa51cfbd5643b75d918cf2e1ecf6a
60bf902ec82562d0701c1e2331e9efa87ae9e805,Better russian translate (#37540),https://github.com/freeCodeCamp/freeCodeCamp/commit/60bf902ec82562d0701c1e2331e9efa87ae9e805
decc6043c24cd4e0e36c284fda76714092534ebf,Better russian language (#37541),https://github.com/freeCodeCamp/freeCodeCamp/commit/decc6043c24cd4e0e36c284fda76714092534ebf
